,miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez Gene ID),Species (Target Gene),Experiments,Support Type,References (PMID)
327616,MIRT622754,hsa-miR-371b-3p,Homo sapiens,PHACTR2,9749,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
327617,MIRT622755,hsa-miR-590-3p,Homo sapiens,PHACTR2,9749,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
327998,MIRT623054,hsa-miR-616-5p,Homo sapiens,NRXN1,9378,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
327999,MIRT623055,hsa-miR-498,Homo sapiens,NRXN1,9378,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328000,MIRT623056,hsa-miR-1537-5p,Homo sapiens,NRXN1,9378,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328001,MIRT623057,hsa-miR-302a-5p,Homo sapiens,NRXN1,9378,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328002,MIRT623058,hsa-miR-3607-3p,Homo sapiens,NRXN1,9378,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328003,MIRT623059,hsa-miR-548as-3p,Homo sapiens,NRXN1,9378,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328004,MIRT623060,hsa-miR-548z,Homo sapiens,NRXN1,9378,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328005,MIRT623061,hsa-miR-548h-3p,Homo sapiens,NRXN1,9378,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328006,MIRT623062,hsa-miR-548d-3p,Homo sapiens,NRXN1,9378,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328007,MIRT623063,hsa-miR-548bb-3p,Homo sapiens,NRXN1,9378,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328008,MIRT623064,hsa-miR-548ac,Homo sapiens,NRXN1,9378,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328009,MIRT623065,hsa-miR-589-3p,Homo sapiens,NPAS3,64067,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328010,MIRT623066,hsa-miR-548as-3p,Homo sapiens,NPAS3,64067,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328065,MIRT623119,hsa-miR-6833-3p,Homo sapiens,NEURL1B,54492,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328066,MIRT623120,hsa-miR-4768-5p,Homo sapiens,NEURL1B,54492,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328067,MIRT623121,hsa-miR-6873-3p,Homo sapiens,NEURL1B,54492,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328068,MIRT623122,hsa-miR-6817-3p,Homo sapiens,NEURL1B,54492,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328069,MIRT623123,hsa-miR-7110-3p,Homo sapiens,NEURL1B,54492,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328070,MIRT623124,hsa-miR-8485,Homo sapiens,NEURL1B,54492,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328071,MIRT623125,hsa-miR-342-3p,Homo sapiens,NEURL1B,54492,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328195,MIRT623249,hsa-miR-7850-5p,Homo sapiens,MGAT5,4249,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328196,MIRT623249,hsa-miR-7850-5p,Homo sapiens,MGAT5,4249,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
328197,MIRT623249,hsa-miR-7850-5p,Homo sapiens,MGAT5,4249,Homo sapiens,HITS-CLIP,Functional MTI (Weak),27418678
328198,MIRT623250,hsa-miR-4529-3p,Homo sapiens,MGAT5,4249,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328199,MIRT623250,hsa-miR-4529-3p,Homo sapiens,MGAT5,4249,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
328200,MIRT623250,hsa-miR-4529-3p,Homo sapiens,MGAT5,4249,Homo sapiens,HITS-CLIP,Functional MTI (Weak),27418678
328201,MIRT623251,hsa-miR-4520-2-3p,Homo sapiens,MGAT5,4249,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328202,MIRT623251,hsa-miR-4520-2-3p,Homo sapiens,MGAT5,4249,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
328203,MIRT623251,hsa-miR-4520-2-3p,Homo sapiens,MGAT5,4249,Homo sapiens,HITS-CLIP,Functional MTI (Weak),27418678
328204,MIRT623252,hsa-miR-8058,Homo sapiens,MGAT5,4249,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328205,MIRT623252,hsa-miR-8058,Homo sapiens,MGAT5,4249,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
328206,MIRT623252,hsa-miR-8058,Homo sapiens,MGAT5,4249,Homo sapiens,HITS-CLIP,Functional MTI (Weak),27418678
328207,MIRT623253,hsa-miR-5009-5p,Homo sapiens,MGAT5,4249,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328208,MIRT623253,hsa-miR-5009-5p,Homo sapiens,MGAT5,4249,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
328209,MIRT623253,hsa-miR-5009-5p,Homo sapiens,MGAT5,4249,Homo sapiens,HITS-CLIP,Functional MTI (Weak),27418678
328210,MIRT623254,hsa-miR-1269b,Homo sapiens,MGAT5,4249,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328211,MIRT623254,hsa-miR-1269b,Homo sapiens,MGAT5,4249,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
328212,MIRT623255,hsa-miR-1269a,Homo sapiens,MGAT5,4249,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328213,MIRT623255,hsa-miR-1269a,Homo sapiens,MGAT5,4249,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
328214,MIRT623256,hsa-miR-3121-5p,Homo sapiens,MGAT5,4249,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328215,MIRT623256,hsa-miR-3121-5p,Homo sapiens,MGAT5,4249,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23313552
328216,MIRT623256,hsa-miR-3121-5p,Homo sapiens,MGAT5,4249,Homo sapiens,HITS-CLIP,Functional MTI (Weak),27418678
328302,MIRT623319,hsa-miR-6738-3p,Homo sapiens,MAP3K2,10746,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328303,MIRT623320,hsa-miR-544a,Homo sapiens,MAP3K2,10746,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328304,MIRT623321,hsa-miR-5001-3p,Homo sapiens,MAP3K2,10746,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328305,MIRT623322,hsa-miR-4727-5p,Homo sapiens,MAP3K2,10746,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328340,MIRT623352,hsa-miR-4716-5p,Homo sapiens,MAFK,7975,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328366,MIRT623378,hsa-miR-195-3p,Homo sapiens,LPP,4026,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328367,MIRT623379,hsa-miR-16-2-3p,Homo sapiens,LPP,4026,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328563,MIRT623562,hsa-miR-133b,Homo sapiens,ITPKB,3707,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328564,MIRT623563,hsa-miR-133a-3p,Homo sapiens,ITPKB,3707,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328565,MIRT623564,hsa-miR-6792-3p,Homo sapiens,ITPKB,3707,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328566,MIRT623565,hsa-miR-4691-5p,Homo sapiens,ITPKB,3707,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328567,MIRT623566,hsa-miR-1228-3p,Homo sapiens,ITPKB,3707,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328568,MIRT623567,hsa-miR-6813-3p,Homo sapiens,ITPKB,3707,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328569,MIRT623568,hsa-miR-362-3p,Homo sapiens,ITPKB,3707,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328570,MIRT623569,hsa-miR-329-3p,Homo sapiens,ITPKB,3707,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328571,MIRT623570,hsa-miR-8485,Homo sapiens,ITPKB,3707,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328655,MIRT623651,hsa-miR-335-3p,Homo sapiens,HS3ST1,9957,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328656,MIRT623652,hsa-miR-4276,Homo sapiens,HS3ST1,9957,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328657,MIRT623653,hsa-miR-3925-3p,Homo sapiens,HS3ST1,9957,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328658,MIRT623654,hsa-miR-5190,Homo sapiens,HS3ST1,9957,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328659,MIRT623655,hsa-miR-548c-3p,Homo sapiens,HS3ST1,9957,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328962,MIRT623939,hsa-miR-4668-5p,Homo sapiens,FICD,11153,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328963,MIRT623940,hsa-miR-5580-5p,Homo sapiens,FICD,11153,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
328964,MIRT623941,hsa-miR-3692-5p,Homo sapiens,FICD,11153,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329110,MIRT624077,hsa-miR-1178-3p,Homo sapiens,DUSP6,1848,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329111,MIRT624078,hsa-miR-342-3p,Homo sapiens,DUSP6,1848,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329416,MIRT624344,hsa-miR-6079,Homo sapiens,CHRM3,1131,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329417,MIRT624345,hsa-miR-5186,Homo sapiens,CHRM3,1131,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329418,MIRT624346,hsa-miR-4522,Homo sapiens,CHRM3,1131,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329419,MIRT624347,hsa-miR-372-5p,Homo sapiens,CHRM3,1131,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329420,MIRT624348,hsa-miR-371a-5p,Homo sapiens,CHRM3,1131,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329421,MIRT624349,hsa-miR-616-5p,Homo sapiens,CHRM3,1131,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329422,MIRT624350,hsa-miR-373-5p,Homo sapiens,CHRM3,1131,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329423,MIRT624351,hsa-miR-371b-5p,Homo sapiens,CHRM3,1131,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329424,MIRT624352,hsa-miR-520h,Homo sapiens,CHRM3,1131,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329425,MIRT624353,hsa-miR-520g-3p,Homo sapiens,CHRM3,1131,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329426,MIRT624354,hsa-miR-3973,Homo sapiens,CHRM3,1131,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329427,MIRT624355,hsa-miR-6888-5p,Homo sapiens,CHRM3,1131,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329428,MIRT624356,hsa-miR-148a-5p,Homo sapiens,CHRM3,1131,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329429,MIRT624357,hsa-miR-4428,Homo sapiens,CHRM3,1131,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329430,MIRT624358,hsa-miR-8075,Homo sapiens,CHRM3,1131,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329431,MIRT624359,hsa-miR-4728-3p,Homo sapiens,CHRM3,1131,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329455,MIRT624383,hsa-miR-6505-5p,Homo sapiens,CD84,8832,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329456,MIRT624384,hsa-miR-501-5p,Homo sapiens,CD84,8832,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329457,MIRT624385,hsa-miR-6781-3p,Homo sapiens,CD84,8832,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329458,MIRT624386,hsa-miR-2682-3p,Homo sapiens,CD84,8832,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329459,MIRT624387,hsa-miR-6877-3p,Homo sapiens,CD84,8832,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329460,MIRT624388,hsa-miR-7109-3p,Homo sapiens,CD84,8832,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329461,MIRT624389,hsa-miR-6819-3p,Homo sapiens,CD84,8832,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329828,MIRT624735,hsa-miR-6885-3p,Homo sapiens,ANKRD28,23243,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329829,MIRT624736,hsa-miR-6833-3p,Homo sapiens,ANKRD28,23243,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329830,MIRT624737,hsa-miR-4768-5p,Homo sapiens,ANKRD28,23243,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329831,MIRT624738,hsa-miR-4753-3p,Homo sapiens,ANKRD28,23243,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329832,MIRT624739,hsa-miR-6873-3p,Homo sapiens,ANKRD28,23243,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329833,MIRT624740,hsa-miR-942-5p,Homo sapiens,ANKRD28,23243,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329834,MIRT624741,hsa-miR-6817-3p,Homo sapiens,ANKRD28,23243,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329835,MIRT624742,hsa-miR-7110-3p,Homo sapiens,ANKRD28,23243,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329836,MIRT624743,hsa-miR-3617-3p,Homo sapiens,ANKRD28,23243,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329837,MIRT624744,hsa-miR-3074-3p,Homo sapiens,ANKRD28,23243,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
329838,MIRT624745,hsa-miR-3614-3p,Homo sapiens,ANKRD28,23243,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330256,MIRT625100,hsa-miR-4517,Homo sapiens,FICD,11153,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330332,MIRT625164,hsa-miR-129-5p,Homo sapiens,CCS,9973,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330333,MIRT625165,hsa-miR-372-5p,Homo sapiens,CCS,9973,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330334,MIRT625166,hsa-miR-371a-5p,Homo sapiens,CCS,9973,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330335,MIRT625167,hsa-miR-616-5p,Homo sapiens,CCS,9973,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330336,MIRT625168,hsa-miR-373-5p,Homo sapiens,CCS,9973,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330337,MIRT625169,hsa-miR-371b-5p,Homo sapiens,CCS,9973,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330338,MIRT625170,hsa-miR-3613-3p,Homo sapiens,CCS,9973,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330339,MIRT625171,hsa-miR-4282,Homo sapiens,CCS,9973,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330607,MIRT625403,hsa-miR-6829-3p,Homo sapiens,PLEKHA2,59339,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330608,MIRT625404,hsa-miR-6791-3p,Homo sapiens,PLEKHA2,59339,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330931,MIRT625689,hsa-miR-5698,Homo sapiens,OPTN,10133,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330932,MIRT625690,hsa-miR-143-5p,Homo sapiens,OPTN,10133,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330933,MIRT625691,hsa-miR-6879-3p,Homo sapiens,OPTN,10133,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330934,MIRT625692,hsa-miR-4430,Homo sapiens,OPTN,10133,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330935,MIRT625693,hsa-miR-3652,Homo sapiens,OPTN,10133,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330936,MIRT625694,hsa-miR-122-5p,Homo sapiens,OPTN,10133,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330937,MIRT625695,hsa-miR-504-3p,Homo sapiens,OPTN,10133,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330938,MIRT625696,hsa-miR-3135b,Homo sapiens,OPTN,10133,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330939,MIRT625697,hsa-miR-6499-3p,Homo sapiens,OPTN,10133,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330940,MIRT625698,hsa-miR-215-3p,Homo sapiens,OPTN,10133,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330941,MIRT625699,hsa-miR-6773-3p,Homo sapiens,OPTN,10133,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330942,MIRT625700,hsa-miR-4638-5p,Homo sapiens,OPTN,10133,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330943,MIRT625701,hsa-miR-1307-3p,Homo sapiens,OPTN,10133,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330944,MIRT625702,hsa-miR-6741-3p,Homo sapiens,OPTN,10133,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330945,MIRT625703,hsa-miR-2276-5p,Homo sapiens,OPTN,10133,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330946,MIRT625704,hsa-miR-500b-3p,Homo sapiens,OPTN,10133,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330979,MIRT625737,hsa-miR-7111-3p,Homo sapiens,MTSS1,9788,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330980,MIRT625738,hsa-miR-676-5p,Homo sapiens,MTSS1,9788,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330981,MIRT625739,hsa-miR-1236-3p,Homo sapiens,MTSS1,9788,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330982,MIRT625740,hsa-miR-6515-3p,Homo sapiens,MTSS1,9788,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330983,MIRT625741,hsa-miR-6769b-3p,Homo sapiens,MTSS1,9788,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330984,MIRT625742,hsa-miR-4723-3p,Homo sapiens,MTSS1,9788,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330985,MIRT625743,hsa-miR-3183,Homo sapiens,MTSS1,9788,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330986,MIRT625744,hsa-miR-5193,Homo sapiens,MTSS1,9788,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330987,MIRT625745,hsa-miR-33a-3p,Homo sapiens,MTSS1,9788,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330988,MIRT625746,hsa-miR-7-2-3p,Homo sapiens,MTSS1,9788,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
330989,MIRT625747,hsa-miR-7-1-3p,Homo sapiens,MTSS1,9788,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
331817,MIRT626442,hsa-miR-4772-3p,Homo sapiens,SRSF7,6432,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
331818,MIRT626443,hsa-miR-6787-3p,Homo sapiens,SRSF7,6432,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
331819,MIRT626444,hsa-miR-1304-3p,Homo sapiens,SRSF7,6432,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
331820,MIRT626445,hsa-miR-26a-2-3p,Homo sapiens,SRSF7,6432,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
331821,MIRT626446,hsa-miR-26a-1-3p,Homo sapiens,SRSF7,6432,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
331822,MIRT626447,hsa-miR-6731-3p,Homo sapiens,SRSF7,6432,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
331823,MIRT626448,hsa-miR-6736-3p,Homo sapiens,SRSF7,6432,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
331824,MIRT626449,hsa-miR-6890-3p,Homo sapiens,SRSF7,6432,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
331825,MIRT626450,hsa-miR-4705,Homo sapiens,SRSF7,6432,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
331826,MIRT626451,hsa-miR-7850-5p,Homo sapiens,CMKLR1,1240,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
331827,MIRT626452,hsa-miR-4529-3p,Homo sapiens,CMKLR1,1240,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
331828,MIRT626453,hsa-miR-4520-2-3p,Homo sapiens,CMKLR1,1240,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
331829,MIRT626454,hsa-miR-8058,Homo sapiens,CMKLR1,1240,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
331830,MIRT626455,hsa-miR-5009-5p,Homo sapiens,CMKLR1,1240,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
331831,MIRT626456,hsa-miR-1269b,Homo sapiens,CMKLR1,1240,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
331832,MIRT626457,hsa-miR-1269a,Homo sapiens,CMKLR1,1240,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
331833,MIRT626458,hsa-miR-6749-3p,Homo sapiens,CMKLR1,1240,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
331834,MIRT626459,hsa-miR-6792-3p,Homo sapiens,CMKLR1,1240,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
331835,MIRT626460,hsa-miR-4691-5p,Homo sapiens,CMKLR1,1240,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
331836,MIRT626461,hsa-miR-3156-3p,Homo sapiens,CMKLR1,1240,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
331837,MIRT626462,hsa-miR-9-5p,Homo sapiens,CMKLR1,1240,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
331838,MIRT626463,hsa-miR-532-3p,Homo sapiens,CMKLR1,1240,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
331839,MIRT626464,hsa-miR-4301,Homo sapiens,CMKLR1,1240,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
331840,MIRT626465,hsa-miR-6777-3p,Homo sapiens,CMKLR1,1240,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
331841,MIRT626466,hsa-miR-551b-5p,Homo sapiens,CMKLR1,1240,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332157,MIRT626758,hsa-miR-7703,Homo sapiens,CDC14B,8555,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332158,MIRT626759,hsa-miR-6720-5p,Homo sapiens,CDC14B,8555,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332159,MIRT626760,hsa-miR-6512-3p,Homo sapiens,CDC14B,8555,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332160,MIRT626761,hsa-miR-3116,Homo sapiens,CDC14B,8555,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332161,MIRT626762,hsa-miR-1254,Homo sapiens,CDC14B,8555,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332162,MIRT626763,hsa-miR-4252,Homo sapiens,CDC14B,8555,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332163,MIRT626764,hsa-miR-4638-3p,Homo sapiens,CDC14B,8555,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332164,MIRT626765,hsa-miR-4793-3p,Homo sapiens,CDC14B,8555,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332165,MIRT626766,hsa-miR-766-3p,Homo sapiens,CDC14B,8555,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332166,MIRT626767,hsa-miR-1292-3p,Homo sapiens,CDC14B,8555,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332167,MIRT626768,hsa-miR-6849-3p,Homo sapiens,CDC14B,8555,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332168,MIRT626769,hsa-miR-1273g-3p,Homo sapiens,CDC14B,8555,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332169,MIRT626770,hsa-miR-3529-3p,Homo sapiens,CDC14B,8555,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332551,MIRT627132,hsa-miR-5698,Homo sapiens,HS3ST1,9957,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332552,MIRT627133,hsa-miR-744-3p,Homo sapiens,HS3ST1,9957,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332553,MIRT627134,hsa-miR-4642,Homo sapiens,HS3ST1,9957,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332554,MIRT627135,hsa-miR-4423-5p,Homo sapiens,HS3ST1,9957,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332555,MIRT627136,hsa-miR-6501-5p,Homo sapiens,HS3ST1,9957,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332556,MIRT627137,hsa-miR-143-5p,Homo sapiens,HS3ST1,9957,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332557,MIRT627138,hsa-miR-4430,Homo sapiens,HS3ST1,9957,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332558,MIRT627139,hsa-miR-3652,Homo sapiens,HS3ST1,9957,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332559,MIRT627140,hsa-miR-122-5p,Homo sapiens,HS3ST1,9957,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332560,MIRT627141,hsa-miR-504-3p,Homo sapiens,HS3ST1,9957,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332561,MIRT627142,hsa-miR-3135b,Homo sapiens,HS3ST1,9957,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332562,MIRT627143,hsa-miR-6499-3p,Homo sapiens,HS3ST1,9957,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332563,MIRT627144,hsa-miR-367-5p,Homo sapiens,HS3ST1,9957,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332564,MIRT627145,hsa-miR-1267,Homo sapiens,HS3ST1,9957,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
332565,MIRT627146,hsa-miR-4638-5p,Homo sapiens,HS3ST1,9957,Homo sapiens,HITS-CLIP,Functional MTI (Weak),23824327
